;org:group;concept:instance;org:resource;Activity;Complete Timestamp;lifecycle:transition;case:startdate;case:responsible;case:enddate_planned;case:department;case:group;Case ID;case:deadline;case:channel;case:enddate;Duration
8071;Group 1;task-40969;Resource03;T10 Determine necessity to stop indication;2011-09-30 08:45:09.772000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource11;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9711;2011-11-16 00:06:40+00:00;Internet;2011-10-11 06:03:06.258000+00:00;23.723
8072;EMPTY;task-40019;Resource03;Confirmation of receipt;2011-09-30 09:03:34.407000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource01;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9721;2011-11-16 00:06:40+00:00;Internet;2011-10-04 07:10:22.547000+00:00;0.0
8073;Group 4;task-40985;Resource03;T02 Check confirmation of receipt;2011-09-30 09:04:01.293000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource01;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9721;2011-11-16 00:06:40+00:00;Internet;2011-10-04 07:10:22.547000+00:00;26.886
8074;EMPTY;task-40987;Resource10;T04 Determine confirmation of receipt;2011-10-03 13:21:23.183000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource01;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9721;2011-11-16 00:06:40+00:00;Internet;2011-10-04 07:10:22.547000+00:00;274641.89
8075;EMPTY;task-41293;Resource03;T05 Print and send confirmation of receipt;2011-10-04 07:07:12.540000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource01;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9721;2011-11-16 00:06:40+00:00;Internet;2011-10-04 07:10:22.547000+00:00;63949.357
8076;Group 1;task-40986;Resource03;T06 Determine necessity of stop advice;2011-10-04 07:07:29.503000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource01;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9721;2011-11-16 00:06:40+00:00;Internet;2011-10-04 07:10:22.547000+00:00;16.963
8077;Group 1;task-41351;Resource03;T10 Determine necessity to stop indication;2011-10-04 07:09:16.085000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource01;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9721;2011-11-16 00:06:40+00:00;Internet;2011-10-04 07:10:22.547000+00:00;106.582
8078;Group 1;task-41353;Resource03;T11 Create document X request unlicensed;2011-10-04 07:09:32.457000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource01;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9721;2011-11-16 00:06:40+00:00;Internet;2011-10-04 07:10:22.547000+00:00;16.372
8079;Group 4;task-41354;Resource03;T12 Check document X request unlicensed;2011-10-04 07:09:50.197000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource01;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9721;2011-11-16 00:06:40+00:00;Internet;2011-10-04 07:10:22.547000+00:00;17.74
8080;Group 3;task-41355;Resource03;T14 Determine document X request unlicensed;2011-10-04 07:10:06.901000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource01;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9721;2011-11-16 00:06:40+00:00;Internet;2011-10-04 07:10:22.547000+00:00;16.704
8081;Group 2;task-41356;Resource03;T15 Print document X request unlicensed;2011-10-04 07:10:22.384000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource01;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9721;2011-11-16 00:06:40+00:00;Internet;2011-10-04 07:10:22.547000+00:00;15.483
8082;EMPTY;task-40024;Resource21;Confirmation of receipt;2011-09-30 09:21:13.671000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource11;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9722;2011-11-16 00:06:40+00:00;Internet;2011-10-21 09:58:15.716000+00:00;0.0
8083;Group 1;task-40992;Resource21;T06 Determine necessity of stop advice;2011-09-30 09:22:00.194000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource11;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9722;2011-11-16 00:06:40+00:00;Internet;2011-10-21 09:58:15.716000+00:00;46.523
8084;Group 1;task-40993;Resource21;T10 Determine necessity to stop indication;2011-09-30 09:22:24.654000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource11;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9722;2011-11-16 00:06:40+00:00;Internet;2011-10-21 09:58:15.716000+00:00;24.46
8085;Group 4;task-40991;Resource21;T02 Check confirmation of receipt;2011-09-30 09:23:08.115000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource11;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9722;2011-11-16 00:06:40+00:00;Internet;2011-10-21 09:58:15.716000+00:00;43.461
8086;Group 3;task-40995;Resource21;T04 Determine confirmation of receipt;2011-09-30 09:23:39.538000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource11;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9722;2011-11-16 00:06:40+00:00;Internet;2011-10-21 09:58:15.716000+00:00;31.423
8087;Group 2;task-40996;Resource21;T05 Print and send confirmation of receipt;2011-09-30 09:24:09.654000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource11;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9722;2011-11-16 00:06:40+00:00;Internet;2011-10-21 09:58:15.716000+00:00;30.116
8088;EMPTY;task-40076;Resource16;Confirmation of receipt;2011-09-30 06:32:23.321000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource11;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9725;2011-11-16 00:06:40+00:00;Internet;2011-10-11 06:08:42.352000+00:00;0.0
8089;Group 4;task-40897;Resource16;T02 Check confirmation of receipt;2011-09-30 06:32:56.218000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource11;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9725;2011-11-16 00:06:40+00:00;Internet;2011-10-11 06:08:42.352000+00:00;32.897
8090;Group 1;task-40898;Resource16;T06 Determine necessity of stop advice;2011-09-30 06:33:53.476000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource11;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9725;2011-11-16 00:06:40+00:00;Internet;2011-10-11 06:08:42.352000+00:00;57.258
8091;Group 3;task-40899;Resource16;T04 Determine confirmation of receipt;2011-09-30 06:34:50.848000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource11;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9725;2011-11-16 00:06:40+00:00;Internet;2011-10-11 06:08:42.352000+00:00;57.372
8092;Group 2;task-40901;Resource16;T05 Print and send confirmation of receipt;2011-09-30 06:35:14.378000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource11;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9725;2011-11-16 00:06:40+00:00;Internet;2011-10-11 06:08:42.352000+00:00;23.53
8093;Group 1;task-40900;Resource16;T10 Determine necessity to stop indication;2011-09-30 06:36:11.726000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource11;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9725;2011-11-16 00:06:40+00:00;Internet;2011-10-11 06:08:42.352000+00:00;57.348
8094;EMPTY;task-40197;Resource16;Confirmation of receipt;2011-09-30 07:58:40.550000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource11;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9727;2011-11-17 00:06:40+00:00;Internet;2011-10-11 06:37:46.803000+00:00;0.0
8095;Group 4;task-40939;Resource16;T02 Check confirmation of receipt;2011-09-30 07:59:09.961000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource11;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9727;2011-11-17 00:06:40+00:00;Internet;2011-10-11 06:37:46.803000+00:00;29.411
8096;Group 3;task-40941;Resource16;T04 Determine confirmation of receipt;2011-09-30 07:59:38.257000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource11;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9727;2011-11-17 00:06:40+00:00;Internet;2011-10-11 06:37:46.803000+00:00;28.296
8097;Group 2;task-40942;Resource16;T05 Print and send confirmation of receipt;2011-09-30 08:00:00.618000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource11;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9727;2011-11-17 00:06:40+00:00;Internet;2011-10-11 06:37:46.803000+00:00;22.361
8098;Group 1;task-40940;Resource16;T06 Determine necessity of stop advice;2011-09-30 08:00:27.528000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource11;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9727;2011-11-17 00:06:40+00:00;Internet;2011-10-11 06:37:46.803000+00:00;26.91
8099;Group 1;task-40943;Resource16;T10 Determine necessity to stop indication;2011-09-30 08:00:59.534000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource11;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9727;2011-11-17 00:06:40+00:00;Internet;2011-10-11 06:37:46.803000+00:00;32.006
8100;EMPTY;task-40246;Resource03;Confirmation of receipt;2011-10-03 08:18:35.659000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource01;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9746;2011-11-17 00:06:40+00:00;Internet;2011-10-04 07:15:07.546000+00:00;0.0
8101;Group 4;task-41195;Resource03;T02 Check confirmation of receipt;2011-10-03 08:18:57.330000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource01;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9746;2011-11-17 00:06:40+00:00;Internet;2011-10-04 07:15:07.546000+00:00;21.671
8102;EMPTY;task-41197;Resource03;T04 Determine confirmation of receipt;2011-10-04 07:12:56.342000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource01;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9746;2011-11-17 00:06:40+00:00;Internet;2011-10-04 07:15:07.546000+00:00;82439.012
8103;Group 2;task-41357;Resource03;T05 Print and send confirmation of receipt;2011-10-04 07:13:14.094000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource01;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9746;2011-11-17 00:06:40+00:00;Internet;2011-10-04 07:15:07.546000+00:00;17.752
8104;Group 1;task-41196;Resource03;T06 Determine necessity of stop advice;2011-10-04 07:13:29.252000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource01;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9746;2011-11-17 00:06:40+00:00;Internet;2011-10-04 07:15:07.546000+00:00;15.158
8105;Group 1;task-41358;Resource03;T10 Determine necessity to stop indication;2011-10-04 07:13:59.373000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource01;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9746;2011-11-17 00:06:40+00:00;Internet;2011-10-04 07:15:07.546000+00:00;30.121
8106;Group 1;task-41359;Resource03;T11 Create document X request unlicensed;2011-10-04 07:14:15.302000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource01;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9746;2011-11-17 00:06:40+00:00;Internet;2011-10-04 07:15:07.546000+00:00;15.929
8107;Group 4;task-41360;Resource03;T12 Check document X request unlicensed;2011-10-04 07:14:33.525000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource01;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9746;2011-11-17 00:06:40+00:00;Internet;2011-10-04 07:15:07.546000+00:00;18.223
8108;Group 3;task-41361;Resource03;T14 Determine document X request unlicensed;2011-10-04 07:14:52.889000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource01;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9746;2011-11-17 00:06:40+00:00;Internet;2011-10-04 07:15:07.546000+00:00;19.364
8109;Group 2;task-41363;Resource03;T15 Print document X request unlicensed;2011-10-04 07:15:07.376000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource01;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9746;2011-11-17 00:06:40+00:00;Internet;2011-10-04 07:15:07.546000+00:00;14.487
8110;EMPTY;task-40290;Resource22;Confirmation of receipt;2011-10-10 10:50:47.498000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource22;2013-01-02 23:00:00.010000+00:00;General;Group 5;case-9747;2013-01-02 23:00:00+00:00;Internet;;0.0
8111;Group 4;task-42438;Resource22;T02 Check confirmation of receipt;2011-10-10 10:51:21.259000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource22;2013-01-02 23:00:00.010000+00:00;General;Group 5;case-9747;2013-01-02 23:00:00+00:00;Internet;;33.761
8112;Group 3;task-42440;Resource22;T04 Determine confirmation of receipt;2011-10-10 10:51:55.574000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource22;2013-01-02 23:00:00.010000+00:00;General;Group 5;case-9747;2013-01-02 23:00:00+00:00;Internet;;34.315
8113;Group 2;task-42441;Resource22;T05 Print and send confirmation of receipt;2011-10-10 10:52:26.007000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource22;2013-01-02 23:00:00.010000+00:00;General;Group 5;case-9747;2013-01-02 23:00:00+00:00;Internet;;30.433
8114;Group 1;task-42439;Resource22;T06 Determine necessity of stop advice;2011-10-10 10:59:33.869000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource22;2013-01-02 23:00:00.010000+00:00;General;Group 5;case-9747;2013-01-02 23:00:00+00:00;Internet;;427.862
8115;Group 1;task-42442;Resource22;T10 Determine necessity to stop indication;2011-10-10 11:00:47.078000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource22;2013-01-02 23:00:00.010000+00:00;General;Group 5;case-9747;2013-01-02 23:00:00+00:00;Internet;;73.209
8116;Group 1;task-40303;Resource03;Confirmation of receipt;2011-09-30 13:42:14.628000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource11;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9748;2011-11-17 00:06:40+00:00;Internet;2011-10-26 09:02:42.995000+00:00;0.0
8117;Group 4;task-41097;Resource03;T02 Check confirmation of receipt;2011-09-30 13:42:40.812000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource11;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9748;2011-11-17 00:06:40+00:00;Internet;2011-10-26 09:02:42.995000+00:00;26.184
8118;Group 3;task-41099;Resource03;T04 Determine confirmation of receipt;2011-09-30 13:46:10.426000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource11;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9748;2011-11-17 00:06:40+00:00;Internet;2011-10-26 09:02:42.995000+00:00;209.614
8119;Group 2;task-41100;Resource03;T05 Print and send confirmation of receipt;2011-09-30 13:46:24.649000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource11;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9748;2011-11-17 00:06:40+00:00;Internet;2011-10-26 09:02:42.995000+00:00;14.223
8120;Group 1;task-41098;Resource03;T06 Determine necessity of stop advice;2011-09-30 13:46:40.636000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource11;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9748;2011-11-17 00:06:40+00:00;Internet;2011-10-26 09:02:42.995000+00:00;15.987
8121;Group 1;task-41101;Resource03;T10 Determine necessity to stop indication;2011-09-30 13:47:03.157000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource11;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9748;2011-11-17 00:06:40+00:00;Internet;2011-10-26 09:02:42.995000+00:00;22.521
8122;EMPTY;task-40312;Resource05;Confirmation of receipt;2011-10-06 15:41:44.676000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource05;2011-11-17 00:06:40.010000+00:00;General;Group 5;case-9749;2011-11-17 00:06:40+00:00;Internet;2011-10-11 08:08:25.252000+00:00;0.0
8123;Group 4;task-42025;Resource05;T02 Check confirmation of receipt;2011-10-06 15:42:39.522000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource05;2011-11-17 00:06:40.010000+00:00;General;Group 5;case-9749;2011-11-17 00:06:40+00:00;Internet;2011-10-11 08:08:25.252000+00:00;54.846
8124;Group 1;task-42026;Resource05;T06 Determine necessity of stop advice;2011-10-06 15:42:55.518000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource05;2011-11-17 00:06:40.010000+00:00;General;Group 5;case-9749;2011-11-17 00:06:40+00:00;Internet;2011-10-11 08:08:25.252000+00:00;15.996
8125;Group 3;task-42027;Resource05;T04 Determine confirmation of receipt;2011-10-06 15:43:11.945000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource05;2011-11-17 00:06:40.010000+00:00;General;Group 5;case-9749;2011-11-17 00:06:40+00:00;Internet;2011-10-11 08:08:25.252000+00:00;16.427
8126;Group 2;task-42029;Resource05;T05 Print and send confirmation of receipt;2011-10-06 15:43:39.268000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource05;2011-11-17 00:06:40.010000+00:00;General;Group 5;case-9749;2011-11-17 00:06:40+00:00;Internet;2011-10-11 08:08:25.252000+00:00;27.323
8127;Group 1;task-42028;Resource05;T10 Determine necessity to stop indication;2011-10-06 15:44:15.120000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource05;2011-11-17 00:06:40.010000+00:00;General;Group 5;case-9749;2011-11-17 00:06:40+00:00;Internet;2011-10-11 08:08:25.252000+00:00;35.852
8128;Group 1;task-40342;Resource03;Confirmation of receipt;2011-09-30 14:07:41.244000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource11;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9751;2011-11-17 00:06:40+00:00;Internet;2011-10-26 07:52:00.253000+00:00;0.0
8129;Group 4;task-41130;Resource03;T02 Check confirmation of receipt;2011-09-30 14:08:02.816000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource11;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9751;2011-11-17 00:06:40+00:00;Internet;2011-10-26 07:52:00.253000+00:00;21.572
8130;Group 3;task-41132;Resource03;T04 Determine confirmation of receipt;2011-09-30 14:08:19.588000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource11;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9751;2011-11-17 00:06:40+00:00;Internet;2011-10-26 07:52:00.253000+00:00;16.772
8131;Group 2;task-41133;Resource03;T05 Print and send confirmation of receipt;2011-09-30 14:08:35.867000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource11;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9751;2011-11-17 00:06:40+00:00;Internet;2011-10-26 07:52:00.253000+00:00;16.279
8132;Group 1;task-41131;Resource03;T06 Determine necessity of stop advice;2011-09-30 14:08:50.711000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource11;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9751;2011-11-17 00:06:40+00:00;Internet;2011-10-26 07:52:00.253000+00:00;14.844
8133;Group 1;task-41134;Resource03;T10 Determine necessity to stop indication;2011-09-30 14:09:27.763000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource11;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9751;2011-11-17 00:06:40+00:00;Internet;2011-10-26 07:52:00.253000+00:00;37.052
8134;Group 1;task-40365;Resource02;Confirmation of receipt;2011-09-29 09:57:15.876000+00:00;complete;2011-07-11 23:06:40.020000+00:00;Resource02;2011-10-17 23:06:40.020000+00:00;General;Group 5;case-9752;2011-10-17 23:06:40+00:00;Internet;2011-10-17 11:52:49.040000+00:00;0.0
8135;Group 4;task-40797;Resource02;T02 Check confirmation of receipt;2011-09-29 09:58:42.158000+00:00;complete;2011-07-11 23:06:40.020000+00:00;Resource02;2011-10-17 23:06:40.020000+00:00;General;Group 5;case-9752;2011-10-17 23:06:40+00:00;Internet;2011-10-17 11:52:49.040000+00:00;86.282
8136;Group 3;task-40800;Resource02;T04 Determine confirmation of receipt;2011-09-29 09:59:06.872000+00:00;complete;2011-07-11 23:06:40.020000+00:00;Resource02;2011-10-17 23:06:40.020000+00:00;General;Group 5;case-9752;2011-10-17 23:06:40+00:00;Internet;2011-10-17 11:52:49.040000+00:00;24.714
8137;Group 2;task-40801;Resource02;T05 Print and send confirmation of receipt;2011-09-29 09:59:45.692000+00:00;complete;2011-07-11 23:06:40.020000+00:00;Resource02;2011-10-17 23:06:40.020000+00:00;General;Group 5;case-9752;2011-10-17 23:06:40+00:00;Internet;2011-10-17 11:52:49.040000+00:00;38.82
8138;Group 1;task-40798;Resource02;T06 Determine necessity of stop advice;2011-09-29 10:00:14.150000+00:00;complete;2011-07-11 23:06:40.020000+00:00;Resource02;2011-10-17 23:06:40.020000+00:00;General;Group 5;case-9752;2011-10-17 23:06:40+00:00;Internet;2011-10-17 11:52:49.040000+00:00;28.458
